FIPS,STATE,COUNTY,X,Y
16039,Idaho,Elmore County,-1559756.775,2422444.661
16041,Idaho,Franklin County,-1291542.813,2238870.915
16043,Idaho,Fremont County,-1227704.072,2460024.667
16045,Idaho,Gem County,-1616251.444,2515108.423
16047,Idaho,Gooding County,-1516124.315,2369982.182
16049,Idaho,Idaho County,-1503324.61,2693947.344
16051,Idaho,Jefferson County,-1300561.336,2426187.131
16053,Idaho,Jerome County,-1478552.006,2330558.936
16055,Idaho,Kootenai County,-1553057.736,2912013.642
16057,Idaho,Latah County,-1574430.532,2819601.844
16059,Idaho,Lemhi County,-1404742.879,2572219.594
16061,Idaho,Lewis County,-1566828.257,2752156.943
16063,Idaho,Lincoln County,-1461857.263,2362908.909
16065,Idaho,Madison County,-1249698.799,2413434.563
16067,Idaho,Minidoka County,-1425072.336,2339006.382
16069,Idaho,Nez Perce County,-1589054.798,2767285.286
16071,Idaho,Oneida County,-1350023.098,2250492.286
16073,Idaho,Owyhee County,-1633000.401,2349757.837
16075,Idaho,Payette County,-1645752.337,2515592.415
16077,Idaho,Power County,-1364505.676,2309652.63
16079,Idaho,Shoshone County,-1500596.908,2864059.77
16081,Idaho,Teton County,-1214429.427,2404900.112
16083,Idaho,Twin Falls County,-1518120.984,2300267.587
16085,Idaho,Valley County,-1535250.079,2578283.092
16087,Idaho,Washington County,-1636857.869,2564434.367
17001,Illinois,Adams County,407066.4993,1895954.757
17003,Illinois,Alexander County,585384.5874,1592747.724
17005,Illinois,Bond County,563660.606,1781706.611
17007,Illinois,Boone County,587100.1614,2169195.568
17009,Illinois,Brown County,444266.0502,1894972.036
17011,Illinois,Bureau County,536515.9581,2062504.789
17013,Illinois,Calhoun County,456265.5936,1806617.73
17015,Illinois,Carroll County,498216.9023,2134430.267
17017,Illinois,Cass County,486663.0306,1898789.471
17019,Illinois,Champaign County,658076.0343,1929652.97
17021,Illinois,Christian County,571990.6866,1856313.102
17023,Illinois,Clark County,700507.5017,1842630.262
17025,Illinois,Clay County,645848.3698,1772882.142
17027,Illinois,Clinton County,566914.4628,1750414.349
17029,Illinois,Coles County,661895.1503,1860399.975
17031,Illinois,Cook County,673949.122,2121998.073
17033,Illinois,Crawford County,706145.6556,1805972.69
17035,Illinois,Cumberland County,662547.432,1832699.946
17037,Illinois,Dekalb County,595136.2066,2121599.012
17039,Illinois,De Witt County,598457.6664,1928874.849
17041,Illinois,Douglas County,659947.2211,1888205.37
17043,Illinois,Dupage County,651714.5842,2121473.541
17045,Illinois,Edgar County,700766.7686,1881413.157
17047,Illinois,Edwards County,686478.8323,1738182.126
17049,Illinois,Effingham County,634655.7402,1806321.94
17051,Illinois,Fayette County,597979.4233,1796862.04
17053,Illinois,Ford County,651894.0934,1980498.899
17055,Illinois,Franklin County,614978.6711,1684849.55
17057,Illinois,Fulton County,486639.5911,1954730.872
17059,Illinois,Gallatin County,677192.2035,1663901.039
17061,Illinois,Greene County,478664.9749,1828978.597
17063,Illinois,Grundy County,629378.0775,2056079.226
17065,Illinois,Hamilton County,647597.6986,1697407.099
17067,Illinois,Hancock County,406690.8731,1942552.527
17069,Illinois,Hardin County,676299.8136,1636346.6
17071,Illinois,Henderson County,424357.7475,1989929.64
17073,Illinois,Henry County,486925.4675,2053562.272
17075,Illinois,Iroquois County,683783.7039,2000118.731
17077,Illinois,Jackson County,576828.9237,1658826.473
17079,Illinois,Jasper County,672356.5616,1803871.269
17081,Illinois,Jefferson County,612410.2235,1719281.61
17083,Illinois,Jersey County,483339.2524,1798855.806
17085,Illinois,Jo Daviess County,473345.9748,2166201.884
17087,Illinois,Johnson County,623193.8246,1625608.774
17089,Illinois,Kane County,622754.4192,2128881.735
17091,Illinois,Kankakee County,676918.6931,2043410.479
17093,Illinois,Kendall County,625838.4315,2090080.249
17095,Illinois,Knox County,483033.4513,2006025.485
17097,Illinois,Lake County,654010.9262,2174576.605
17099,Illinois,Lasalle County,590162.3085,2059574.309
17101,Illinois,Lawrence County,711664.0176,1774580.005
17103,Illinois,Lee County,552778.5241,2102030.034
17105,Illinois,Livingston County,621330.8471,2011196.251
17107,Illinois,Logan County,559814.6766,1920479.975
17109,Illinois,Mcdonough County,447283.5743,1950678.021
17111,Illinois,Mchenry County,617362.4565,2171718.996
17113,Illinois,Mclean County,600536.6534,1964550.582
17115,Illinois,Macon County,596210.2982,1893370.841
17117,Illinois,Macoupin County,519056.4953,1820781.153
17119,Illinois,Madison County,523819.1595,1772684.132
17121,Illinois,Marion County,609923.9399,1758368.246
17123,Illinois,Marshall County,554626.5053,2022155.039
17125,Illinois,Mason County,512705.0699,1930207.889
17127,Illinois,Massac County,640407.0161,1599907.835
17129,Illinois,Menard County,523940.9032,1907108.567
17131,Illinois,Mercer County,437331.3861,2034116.643
17133,Illinois,Monroe County,504231.2752,1709491.249
17135,Illinois,Montgomery County,557307.5894,1819917.254
17137,Illinois,Morgan County,492355.3568,1870168.118
17139,Illinois,Moultrie County,627069.857,1871147.751
17141,Illinois,Ogle County,548736.1865,2134979.94
17143,Illinois,Peoria County,521879.7756,1992375.169
17145,Illinois,Perry County,575794.9081,1692395.376
17147,Illinois,Piatt County,626231.313,1912526.973
17149,Illinois,Pike County,434771.5001,1856389.756
17151,Illinois,Pope County,651516.2495,1622562.713
17153,Illinois,Pulaski County,603557.2288,1597541.312
17155,Illinois,Putnam County,558179.6092,2041574.532
17157,Illinois,Randolph County,536299.3657,1686093.491
17159,Illinois,Richland County,680968.0111,1771033.702
17161,Illinois,Rock Island County,450036.5993,2064222.779
17163,Illinois,St. Clair County,524396.5904,1732291.555
17165,Illinois,Saline County,650278.3579,1660709.808
17167,Illinois,Sangamon County,537999.0322,1877832.849
17169,Illinois,Schuyler County,454419.4571,1917586.359
17171,Illinois,Scott County,469637.1766,1860744.952
17173,Illinois,Shelby County,613366.2539,1841985.914
17175,Illinois,Stark County,516503.488,2026296.374
17177,Illinois,Stephenson County,518340.5868,2167529.75
17179,Illinois,Tazewell County,544608.4966,1962430.678
17181,Illinois,Union County,590458.4912,1624518.104
17183,Illinois,Vermilion County,696913.6606,1937857.55
17185,Illinois,Wabash County,704282.5934,1743089.66
17187,Illinois,Warren County,450082.286,1994808.375
17189,Illinois,Washington County,569961.9836,1722101.853
17191,Illinois,Wayne County,654278.6248,1737059.856
17193,Illinois,White County,678607.3608,1700520.761
17195,Illinois,Whiteside County,502107.5172,2099700.873
17197,Illinois,Will County,664380.794,2076846.216
17199,Illinois,Williamson County,616627.3918,1655563.581
17201,Illinois,Winnebago County,559446.6987,2168656.848
17203,Illinois,Woodford County,567729.7886,1995573.066
18001,Indiana,Adams County,924399.3799,2024380.498
18003,Indiana,Allen County,909147.7872,2061564.647
18005,Indiana,Bartholomew County,862698.7485,1843863.272
18007,Indiana,Benton County,728073.9416,1988216.248
18009,Indiana,Blackford County,895516.2179,1990407.339
18011,Indiana,Boone County,804640.1413,1933101.378
18013,Indiana,Brown County,834711.3912,1839876.471
18015,Indiana,Carroll County,790757.7646,1991587.015
18017,Indiana,Cass County,806881.78,2013313.817
18019,Indiana,Clark County,887701.4335,1764454.305
18021,Indiana,Clay County,757060.7678,1854343.201
18023,Indiana,Clinton County,801268.0502,1961021.213
18025,Indiana,Crawford County,825883.951,1737083.519
18027,Indiana,Daviess County,768044.288,1777633.261
18029,Indiana,Dearborn County,942098.5479,1845855.084
18031,Indiana,Decatur County,895208.4258,1858834.31
18033,Indiana,Dekalb County,910770.7557,2096336.51
18035,Indiana,Delaware County,892524.0681,1962347.197
18037,Indiana,Dubois County,788163.4227,1741499.586
18039,Indiana,Elkhart County,837486.1294,2110625.775
18041,Indiana,Fayette County,918362.523,1898961.411
18043,Indiana,Floyd County,872464.1646,1744953.393
18045,Indiana,Fountain County,738828.2985,1934616.306
18047,Indiana,Franklin County,931220.0079,1875005.262
18049,Indiana,Fulton County,810483.2987,2045829.395
18051,Indiana,Gibson County,727883.8538,1730000.272
18053,Indiana,Grant County,867441.0823,1992032.531
18055,Indiana,Greene County,773903.2312,1815814.161
18057,Indiana,Hamilton County,839456.354,1939057.795
18059,Indiana,Hancock County,865873.2208,1913777.103
18061,Indiana,Harrison County,856320.7043,1729285.19
18063,Indiana,Hendricks County,804309.4644,1901380.234
18065,Indiana,Henry County,896290.5348,1929315.726
18067,Indiana,Howard County,829216.4799,1984324.209
18069,Indiana,Huntington County,877463.4301,2028419.06
18071,Indiana,Jackson County,854331.7623,1809234.399
18073,Indiana,Jasper County,739984.468,2036146.681
18075,Indiana,Jay County,922626.0929,1989459.877
18077,Indiana,Jefferson County,907008.1922,1801329.912
18079,Indiana,Jennings County,888248.6618,1823154.088
18081,Indiana,Johnson County,842045.1086,1873710.509
18083,Indiana,Knox County,738488.1755,1773464.6
18085,Indiana,Kosciusko County,841549.3577,2071276.346
18087,Indiana,Lagrange County,872475.1465,2119489.397
18089,Indiana,Lake County,713894.1623,2078021.042
18091,Indiana,Laporte County,765476.6428,2097406.08
18093,Indiana,Lawrence County,816974.2406,1798024.567
18095,Indiana,Madison County,866320.1719,1951933.696
18097,Indiana,Marion County,835563.2279,1905901.36
18099,Indiana,Marshall County,807452.6016,2076769.066
18101,Indiana,Martin County,791044.7831,1780467.356
18103,Indiana,Miami County,831851.4065,2016769.665
18105,Indiana,Monroe County,809973.927,1833368.063
18107,Indiana,Montgomery County,769010.8198,1928372.586
18109,Indiana,Morgan County,812912.2768,1869786.075
18111,Indiana,Newton County,717272.6066,2026493.824
18113,Indiana,Noble County,876273.6427,2092435.713
18115,Indiana,Ohio County,945343.744,1824253.563
18117,Indiana,Orange County,819302.2035,1764491.254
18119,Indiana,Owen County,781535.8982,1847652.699
18121,Indiana,Parke County,745390.7514,1896113.483
18123,Indiana,Perry County,812124.0501,1711782.782
18125,Indiana,Pike County,757432.3317,1742448.513
18127,Indiana,Porter County,739391.7956,2085314.378
18129,Indiana,Posey County,706185.9715,1695499.66
18131,Indiana,Pulaski County,774425.8215,2041592.844
18133,Indiana,Putnam County,777117.3585,1887038.273
18135,Indiana,Randolph County,925777.3487,1958208.105
18137,Indiana,Ripley County,918028.234,1838373.099
18139,Indiana,Rush County,894349.3104,1894016.166
18141,Indiana,St. Joseph County,801787.3836,2109020.688
18143,Indiana,Scott County,881809.9357,1787358.932
18145,Indiana,Shelby County,867942.813,1880196.079
18147,Indiana,Spencer County,780813.3537,1701387.313
18149,Indiana,Starke County,776032.2004,2068647.592
18151,Indiana,Steuben County,907420.2197,2123664.052
18153,Indiana,Sullivan County,734793.7205,1818109.147
18155,Indiana,Switzerland County,940833.115,1809775.274
18157,Indiana,Tippecanoe County,765222.0221,1967214.137
18159,Indiana,Tipton County,836649.3446,1965682.238
18161,Indiana,Union County,939965.7255,1899806.177
18163,Indiana,Vanderburgh County,730685.3897,1698046.721
18165,Indiana,Vermillion County,722828.1794,1903078.279
18167,Indiana,Vigo County,733398.8774,1856425.556
18169,Indiana,Wabash County,851824.9001,2027483.492
18171,Indiana,Warren County,727149.5913,1958963.325
18173,Indiana,Warrick County,757172.2441,1707970.264
18175,Indiana,Washington County,852100.3975,1774444.164
18177,Indiana,Wayne County,929690.3298,1925598.969
18179,Indiana,Wells County,900926.5097,2019814.065
18181,Indiana,White County,763719.8756,2007700.787
18183,Indiana,Whitley County,872241.2986,2062800.946
19001,Iowa,Adair County,126979.73,2037042.987
19003,Iowa,Adams County,108485.4311,2002992.224
19005,Iowa,Allamakee County,373019.536,2263480.592
19007,Iowa,Appanoose County,262195.2636,1974559.667
19009,Iowa,Audubon County,90422.1187,2076124.035
19011,Iowa,Benton County,323284.5696,2126557.933
19013,Iowa,Black Hawk County,301555.3197,2169340.175
19015,Iowa,Boone County,170074.2808,2116854.726
19017,Iowa,Bremer County,299476.6207,2203335.531
19019,Iowa,Buchanan County,340022.3124,2171034.472
19021,Iowa,Buena Vista County,69108.36489,2193458.339
19023,Iowa,Butler County,261248.2436,2197144.672
19025,Iowa,Calhoun County,111226.9198,2154787.602
19027,Iowa,Carroll County,93706.58485,2115515.481
19029,Iowa,Cass County,89026.88698,2036605.62
19031,Iowa,Cedar County,401562.3863,2095733.938
19033,Iowa,Cerro Gordo County,221792.9796,2235038.118
19035,Iowa,Cherokee County,30614.48424,2193197.77
19037,Iowa,Chickasaw County,298264.7322,2235197.831
19039,Iowa,Clarke County,184722.243,2004382.163
19041,Iowa,Clay County,68764.93367,2232227.208
19043,Iowa,Clayton County,378504.1904,2214606.795
19045,Iowa,Clinton County,450219.0567,2112495.977
19047,Iowa,Crawford County,50813.11295,2115240.547
19049,Iowa,Dallas County,161985.185,2077323.787
19051,Iowa,Davis County,300553.4465,1976422.929
19053,Iowa,Decatur County,185386.887,1971762.074
19055,Iowa,Delaware County,378386.6605,2172851.325
19057,Iowa,Des Moines County,402342.2931,2000561.349
19059,Iowa,Dickinson County,68467.8013,2265209.116
19061,Iowa,Dubuque County,417965.3108,2174564.571
19063,Iowa,Emmet County,106560.6242,2265644.577
19065,Iowa,Fayette County,337556.7006,2214733.662
19067,Iowa,Floyd County,260070.9716,2233807.786
19069,Iowa,Franklin County,222807.3188,2196050.66
19071,Iowa,Fremont County,33101.99954,1970567.596
19073,Iowa,Greene County,131833.6127,2116062.937
19075,Iowa,Grundy County,262381.9964,2160297.042
19077,Iowa,Guthrie County,123864.1142,2076510.769
19079,Iowa,Hamilton County,187606.7987,2156115.558
19081,Iowa,Hancock County,183469.8445,2234029.842
19083,Iowa,Hardin County,225744.6941,2157126.805
19085,Iowa,Harrison County,15119.18115,2075507.848
19087,Iowa,Henry County,371726.6301,2006310.783
19089,Iowa,Howard County,297027.6615,2268299.117
19091,Iowa,Humboldt County,145838.276,2199113.136
19093,Iowa,Ida County,39800.64912,2154285.31
19095,Iowa,Iowa County,325186.9778,2082542.219
19097,Iowa,Jackson County,445033.4261,2142858.451
19099,Iowa,Jasper County,243429.4564,2079565.207
19101,Iowa,Jefferson County,337808.6977,2009744.009
19103,Iowa,Johnson County,364639.9231,2082623.856
19105,Iowa,Jones County,399652.4049,2134706.363
19107,Iowa,Keokuk County,317280.946,2043040.46
19109,Iowa,Kossuth County,144964.4549,2246831.972
19111,Iowa,Lee County,378971.572,1967927.518
19113,Iowa,Linn County,361588.8858,2128139.79
19115,Iowa,Louisa County,394186.8724,2033284.683
19117,Iowa,Lucas County,222855.6274,2005445.003
19119,Iowa,Lyon County,-16948.26445,2265298.221
19121,Iowa,Madison County,164804.8145,2037744.011
19123,Iowa,Mahaska County,278917.991,2041446.255
19125,Iowa,Marion County,240861.6699,2040111.04
19127,Iowa,Marshall County,246706.6338,2118819.696
19129,Iowa,Mills County,31580.0821,2002817.848
19131,Iowa,Mitchell County,258995.3648,2266883.053
19133,Iowa,Monona County,3293.847737,2116791.704
19135,Iowa,Monroe County,261099.7837,2006646.47
19137,Iowa,Montgomery County,70359.95979,2002690.949
19139,Iowa,Muscatine County,404834.9501,2063584.636
19141,Iowa,Obrien County,30392.48146,2232101.863
19143,Iowa,Osceola County,30304.03193,2265053.776
19145,Iowa,Page County,71180.59004,1970101.266
19147,Iowa,Palo Alto County,107050.1727,2232604.47
19149,Iowa,Plymouth County,-17438.5389,2193405.571
19151,Iowa,Pocahontas County,107559.6593,2193756.571
19153,Iowa,Polk County,200487.1238,2078275.448
19155,Iowa,Pottawattamie County,37962.30967,2036787.279
19157,Iowa,Poweshiek County,286601.3036,2081077.843
19159,Iowa,Ringgold County,147094.3715,1970691.257
19161,Iowa,Sac County,73184.54257,2154451.876
19163,Iowa,Scott County,444389.5047,2082878.757
19165,Iowa,Shelby County,57010.71377,2075877.348
19167,Iowa,Sioux County,-14426.21426,2232000.384
19169,Iowa,Story County,208413.8854,2117738.254
19171,Iowa,Tama County,284855.3873,2125038.303
19173,Iowa,Taylor County,109212.3351,1970341.953
19175,Iowa,Union County,146599.5964,2003458.933
19177,Iowa,Van Buren County,338986.8189,1978567.404
19179,Iowa,Wapello County,299400.372,2008086.908
19181,Iowa,Warren County,202520.0603,2039011.839
19183,Iowa,Washington County,355529.9684,2044557.049
19185,Iowa,Wayne County,223799.0774,1972984.748
19187,Iowa,Webster County,148659.8492,2160182.53
19189,Iowa,Winnebago County,182720.9052,2267046.503
19191,Iowa,Winneshiek County,335421.6231,2262509.689
19193,Iowa,Woodbury County,-3627.525902,2154521.68
19195,Iowa,Worth County,220871.6095,2268048.548
19197,Iowa,Wright County,184349.6019,2195077.39
20001,Kansas,Allen County,60879.89716,1650231.952
20003,Kansas,Anderson County,61295.54583,1687039.13
20005,Kansas,Atchison County,58384.41407,1834707.933
20007,Kansas,Barber County,-235914.3409,1579742.59
20009,Kansas,Barton County,-238159.1305,1719964.479
20011,Kansas,Bourbon County,100287.8303,1647189.09
20013,Kansas,Brown County,36965.16263,1867621.2
20015,Kansas,Butler County,-73174.35697,1638628.666
20017,Kansas,Chase County,-51475.9499,1696835.386
20019,Kansas,Chautauqua County,-21583.96385,1567602.626
20021,Kansas,Cherokee County,101483.1699,1570336.284
20023,Kansas,Cheyenne County,-486197.7697,1877648.725
20025,Kansas,Clark County,-335587.5338,1583875.774
20027,Kansas,Clay County,-99487.57907,1814679.226
20029,Kansas,Cloud County,-140562.3448,1829976.322
20031,Kansas,Coffey County,23055.39638,1689398.086
20033,Kansas,Comanche County,-287584.0047,1577137.416
20035,Kansas,Cowley County,-73583.74988,1577727.52
20037,Kansas,Crawford County,100532.5574,1608192.371
20039,Kansas,Decatur County,-378359.4027,1871727.422
20041,Kansas,Dickinson County,-99078.24894,1760491.076
20043,Kansas,Doniphan County,72413.9238,1863541.326
20045,Kansas,Douglas County,60792.77511,1762195.52
20047,Kansas,Edwards County,-288459.9891,1655270.492
20049,Kansas,Elk County,-21354.78082,1601614.57
20051,Kansas,Ellis County,-284926.348,1770319.19
20053,Kansas,Ellsworth County,-189965.8153,1743141.519
20055,Kansas,Finney County,-411698.7877,1678036.22
20057,Kansas,Ford County,-339512.9888,1635242.258
20059,Kansas,Franklin County,61609.48986,1726324.68
20061,Kansas,Geary County,-64555.36534,1775423.556
20063,Kansas,Gove County,-384946.3329,1774569.009
20065,Kansas,Graham County,-331504.4913,1820904.256
20067,Kansas,Grant County,-464192.9137,1626739.328
20069,Kansas,Gray County,-387247.4839,1642549.406
20071,Kansas,Greeley County,-501411.7059,1732036.67
20073,Kansas,Greenwood County,-20274.24619,1649105.003
20075,Kansas,Hamilton County,-503452.867,1678072.133
20077,Kansas,Harper County,-182519.83,1574241.374
20079,Kansas,Harvey County,-124071.6188,1668616.897
20081,Kansas,Haskell County,-426018.9552,1624657.877
20083,Kansas,Hodgeman County,-338571.8121,1679649.047
20085,Kansas,Jackson County,17538.15502,1821595.378
20087,Kansas,Jefferson County,52717.59147,1801448.152
20089,Kansas,Jewell County,-188258.5912,1865050.74
20091,Kansas,Johnson County,101181.4503,1762500.879
20093,Kansas,Kearny County,-462531.5211,1675789.721
20095,Kansas,Kingman County,-186923.3549,1615540.132
20097,Kansas,Kiowa County,-287453.6092,1618321.265
20099,Kansas,Labette County,61760.00856,1572415.159
20101,Kansas,Lane County,-385787.8801,1725824.156
20103,Kansas,Leavenworth County,82315.70083,1797675.844
20105,Kansas,Lincoln County,-189270.8259,1782224.616
20107,Kansas,Linn County,100345.4463,1687249.346
20109,Kansas,Logan County,-442032.7522,1777631.392
20111,Kansas,Lyon County,-13209.59293,1713902.417
20113,Kansas,Mcpherson County,-142543.4842,1707985.535
20115,Kansas,Marion County,-94955.52035,1703601.14
20117,Kansas,Marshall County,-44374.55749,1862839.045
20119,Kansas,Meade County,-383508.9659,1586258.413
20121,Kansas,Miami County,100278.4398,1726616.077
20123,Kansas,Mitchell County,-188494.9587,1821205.127
20125,Kansas,Montgomery County,22615.81318,1572357.324
20127,Kansas,Morris County,-55996.1958,1740074.661
20129,Kansas,Morton County,-509638.9987,1587760.151
20131,Kansas,Nemaha County,-1182.548217,1862694.791
20133,Kansas,Neosho County,60653.81476,1613545.131
20135,Kansas,Ness County,-338259.9464,1723583.668
20137,Kansas,Norton County,-331169.1734,1869626.121
20139,Kansas,Osage County,23528.40693,1735976.664
20141,Kansas,Osborne County,-236283.6971,1817624.907
20143,Kansas,Ottawa County,-141325.3508,1790992.948
20145,Kansas,Pawnee County,-280788.5133,1687914.635
20147,Kansas,Phillips County,-283998.0473,1867842.494
20149,Kansas,Pottawatomie County,-29253.58563,1817443.401
20151,Kansas,Pratt County,-239359.7498,1626824.34
20153,Kansas,Rawlins County,-430640.5663,1874424.692
20155,Kansas,Reno County,-181529.3175,1659568.41
20157,Kansas,Republic County,-139983.916,1868921.465
20159,Kansas,Rice County,-190486.4566,1703958.028
20161,Kansas,Riley County,-62782.63148,1808338.094
20163,Kansas,Rooks County,-283849.6143,1819136.411
20165,Kansas,Rush County,-285691.6562,1726410.134
20167,Kansas,Russell County,-237270.8833,1768804.7
20169,Kansas,Saline County,-141996.5298,1751946.36
20171,Kansas,Scott County,-423809.5526,1727808.695
20173,Kansas,Sedgwick County,-127607.8008,1628461.163
20175,Kansas,Seward County,-426342.0611,1583288.06
20177,Kansas,Shawnee County,20884.13626,1779582.263
20179,Kansas,Sheridan County,-379144.5168,1823028.839
20181,Kansas,Sherman County,-488099.435,1829012.11
20183,Kansas,Smith County,-236402.8679,1866367.683
20185,Kansas,Stafford County,-236256.735,1669684.651
20187,Kansas,Stanton County,-505790.2027,1629263.589
20189,Kansas,Stevens County,-466852.9311,1585353.725
20191,Kansas,Sumner County,-129774.216,1578319.571
20193,Kansas,Thomas County,-431461.5382,1825754.708
20195,Kansas,Trego County,-332595.651,1772133.762
20197,Kansas,Wabaunsee County,-17583.81056,1769680.7
20199,Kansas,Wallace County,-494799.7538,1780612.989
20201,Kansas,Washington County,-92302.16319,1863313.616
20203,Kansas,Wichita County,-461820.0353,1729814.61
20205,Kansas,Wilson County,22467.50545,1613477.525
20207,Kansas,Woodson County,22587.08389,1650165.016
20209,Kansas,Wyandotte County,105810.4727,1788419.569
21001,Kentucky,Adair County,941700.8,1615562.7
21003,Kentucky,Allen County,866134.3602,1567594.736
21005,Kentucky,Anderson County,955348.6486,1718643.125
21007,Kentucky,Ballard County,616136.4999,1580015.934
21009,Kentucky,Barren County,886194.1162,1593854.655
21011,Kentucky,Bath County,1061128.206,1747580.502
21013,Kentucky,Bell County,1087535.741,1591234.521
21015,Kentucky,Boone County,965302.8041,1828836.628
21017,Kentucky,Bourbon County,1019460.999,1749261.249
21019,Kentucky,Boyd County,1148513.426,1783642.548
21021,Kentucky,Boyle County,971143.8496,1677670.349
21023,Kentucky,Bracken County,1023609.905,1804246.565
21025,Kentucky,Breathitt County,1106472.002,1683097.518
21027,Kentucky,Breckinridge County,833615.6905,1679412.5
21029,Kentucky,Bullitt County,894680.808,1708002.768
21031,Kentucky,Butler County,817930.4907,1614094.778
21033,Kentucky,Caldwell County,714630.1948,1597656.638
21035,Kentucky,Calloway County,683989.7367,1536110.77
21037,Kentucky,Campbell County,995341.0133,1829849.852
21039,Kentucky,Carlisle County,620370.2541,1557238.848
21041,Kentucky,Carroll County,935417.2023,1791302.639
21043,Kentucky,Carter County,1118046.098,1774777.045
21045,Kentucky,Casey County,969663.5684,1643384.402
21047,Kentucky,Christian County,750274.318,1572461.705
21049,Kentucky,Clark County,1028627.82,1723746.936
21051,Kentucky,Clay County,1077796.795,1638399.473
21053,Kentucky,Clinton County,959132.4154,1575112.065
21055,Kentucky,Crittenden County,692647.1271,1619078.636
21057,Kentucky,Cumberland County,936231.6847,1579167.883
21059,Kentucky,Daviess County,776887.0898,1669216.59
21061,Kentucky,Edmonson County,856673.045,1618217.735
21063,Kentucky,Elliott County,1117056.88,1752009.527
21065,Kentucky,Estill County,1048428.033,1694839.649
21067,Kentucky,Fayette County,1000808.448,1728471.475
21069,Kentucky,Fleming County,1061827.457,1773164.974
21071,Kentucky,Floyd County,1156068.551,1693944.092
21073,Kentucky,Franklin County,962152.0583,1745973.867
21075,Kentucky,Fulton County,603676.5168,1522453.766
21077,Kentucky,Gallatin County,956850.7144,1803859.342
21079,Kentucky,Garrard County,999410.0217,1682812.965
21081,Kentucky,Grant County,978448.7803,1794211.126
21083,Kentucky,Graves County,649632.6002,1544838.044
21085,Kentucky,Grayson County,844600.9004,1645362.766
21087,Kentucky,Green County,915945.9946,1630695.12
21089,Kentucky,Greenup County,1125549.088,1801603.161
21091,Kentucky,Hancock County,802609.0298,1684032.009
21093,Kentucky,Hardin County,874908.0541,1675227.326
21095,Kentucky,Harlan County,1125645.742,1610561.689
21097,Kentucky,Harrison County,1006336.675,1774227.021
21099,Kentucky,Hart County,886540.678,1631565.906
21101,Kentucky,Henderson County,734016.6506,1672529.935
21103,Kentucky,Henry County,938637.5881,1766890.415
21105,Kentucky,Hickman County,621340.8388,1537659.985
21107,Kentucky,Hopkins County,741658.25,1618361.78
21109,Kentucky,Jackson County,1048662.72,1664054.129
21111,Kentucky,Jefferson County,895510.0722,1732713.388
21113,Kentucky,Jessamine County,992626.0357,1708227.19
21115,Kentucky,Johnson County,1144158.248,1725117.129
21117,Kentucky,Kenton County,982390.2302,1826807.693
21119,Kentucky,Knott County,1141078.447,1668871.196
21121,Kentucky,Knox County,1069418.542,1606916.78
21123,Kentucky,Larue County,899784.9752,1660706.42
21125,Kentucky,Laurel County,1043281.228,1628436.018
21127,Kentucky,Lawrence County,1149043.114,1750729.517
21129,Kentucky,Lee County,1071383.021,1686725.709
21131,Kentucky,Leslie County,1107838.717,1634938.508
21133,Kentucky,Letcher County,1153281.049,1644228.872
21135,Kentucky,Lewis County,1086761.949,1794677.716
21137,Kentucky,Lincoln County,991238.5562,1660932.284
21139,Kentucky,Livingston County,671505.6384,1601301.258
21141,Kentucky,Logan County,804382.0123,1573656.9
21143,Kentucky,Lyon County,697006.2582,1581944.101
21145,Kentucky,Mccracken County,641392.5821,1581393.688
21147,Kentucky,Mccreary County,1016349.559,1582938.887
21149,Kentucky,Mclean County,763712.3053,1645168.922
21151,Kentucky,Madison County,1020870.008,1694461.791
21153,Kentucky,Magoffin County,1126182.237,1706667.074
21155,Kentucky,Marion County,937021.6886,1665643.712
21157,Kentucky,Marshall County,676580.5764,1564997.472
21159,Kentucky,Martin County,1172243.039,1723820.988
21161,Kentucky,Mason County,1047671.307,1796733.671
21163,Kentucky,Meade County,849807.1755,1703201.986
21165,Kentucky,Menifee County,1076447.664,1726605.282
21167,Kentucky,Mercer County,967986.3016,1698383.653
21169,Kentucky,Metcalfe County,912602.7738,1599531.712
21171,Kentucky,Monroe County,908287.3606,1567700.841
21173,Kentucky,Montgomery County,1048062.863,1733211.96
21175,Kentucky,Morgan County,1106182.272,1728367.484
21177,Kentucky,Muhlenberg County,777489.7692,1611204.349
21179,Kentucky,Nelson County,916788.4492,1691811.349
21181,Kentucky,Nicholas County,1034947.908,1765758.104
21183,Kentucky,Ohio County,800401.4593,1642899.934
21185,Kentucky,Oldham County,910919.9463,1758249.939
21187,Kentucky,Owen County,962695.7164,1777783.801
21189,Kentucky,Owsley County,1076743.555,1667665.456
21191,Kentucky,Pendleton County,1000402.446,1802142.46
21193,Kentucky,Perry County,1119520.16,1653487.525
21195,Kentucky,Pike County,1187787.588,1688475.466
21197,Kentucky,Powell County,1058710.052,1711735.118
21199,Kentucky,Pulaski County,1003230.807,1622751.359
21201,Kentucky,Robertson County,1029250.627,1785647.301
21203,Kentucky,Rockcastle County,1022441.235,1654572.223
21205,Kentucky,Rowan County,1088057.259,1756931.064
21207,Kentucky,Russell County,962596.7044,1605236.71
21209,Kentucky,Scott County,986722.8745,1754839.962
21211,Kentucky,Shelby County,935079.1942,1740202.072
21213,Kentucky,Simpson County,831724.9018,1563088.804
21215,Kentucky,Spencer County,925807.7964,1718532.809
